Transaction_ID,Customer_ID,Store_ID,Product_Category,Transaction_Date,Amount,Promotion_Applied
T0479,C074,S09,Apparel,2023-03-09,704.25,No
T0480,C095,S07,Electronics,2024-09-28,482.71,No
T0481,C009,S01,Groceries,2023-05-07,508.42,No
T0482,C084,S03,Electronics,2023-03-03,639.77,Yes
T0483,C032,S06,Electronics,2023-02-04,228.87,No
T0484,C103,S10,Apparel,2024-04-13,426.73,Yes
T0485,C103,S07,Home & Living,2023-10-03,191.78,No
T0486,C079,S07,Apparel,2023-07-20,729.51,No
T0487,C130,S13,Electronics,2024-04-26,705.6,No
T0488,C018,S12,Electronics,2023-10-28,561.67,Yes
T0489,C190,S05,Groceries,2024-03-13,358.98,No
T0490,C022,S16,Groceries,2024-10-20,716.17,No
T0491,C200,S10,Groceries,2023-08-20,759.52,No
T0492,C133,S19,Electronics,2024-05-19,568.05,Yes
T0493,C099,S15,Electronics,2024-03-30,122.72,Yes
T0494,C016,S06,Electronics,2023-03-17,400.38,No
T0495,C069,S11,Electronics,2023-07-13,231.82,No
T0496,C124,S19,Groceries,2023-12-27,414.89,No
T0497,C200,S13,Home & Living,2023-09-19,715.35,Yes
T0498,C094,S16,Electronics,2024-07-26,388.54,Yes
T0499,C008,S20,Apparel,2024-10-09,206.31,No
T0500,C035,S10,Home & Living,2024-03-16,278.45,No
T0501,C016,S17,Apparel,2024-02-28,386.4,No
T0502,C081,S07,Groceries,2024-10-14,438.87,No
T0503,C081,S19,Electronics,2023-07-09,669.99,No
T0504,C092,S18,Apparel,2024-08-24,381.02,No
T0505,C197,S11,Apparel,2023-11-14,329.5,Yes
T0506,C004,S20,Apparel,2023-08-21,329.67,Yes
T0507,C139,S11,Groceries,2024-07-06,658.2,No
T0508,C144,S11,Electronics,2024-07-24,415.78,No
T0509,C135,S19,Groceries,2024-02-01,546.83,Yes
T0510,C019,S18,Home & Living,2023-11-29,744.95,Yes
T0511,C128,S06,Groceries,2023-06-17,349.03,No
T0512,C162,S06,Groceries,2024-03-31,543.34,Yes
T0513,C130,S11,Electronics,2024-03-20,261.31,No
T0514,C195,S11,Apparel,2023-04-13,764.15,No
T0515,C129,S01,Apparel,2023-06-02,516.39,Yes
T0516,C027,S20,Electronics,2024-03-06,66.43,No
T0517,C097,S16,Apparel,2024-10-19,109.3,Yes
T0518,C013,S05,Apparel,2024-09-30,536.88,Yes
T0519,C121,S05,Home & Living,2024-02-16,448.68,No
T0520,C147,S14,Home & Living,2023-11-28,82.54,Yes
T0521,C078,S17,Apparel,2023-04-15,524.23,No
T0522,C103,S19,Electronics,2023-09-23,411.68,Yes
T0523,C092,S04,Groceries,2024-01-12,140.37,Yes
T0524,C164,S10,Home & Living,2024-03-29,114.04,No
T0525,C151,S19,Groceries,2024-01-22,436.49,Yes
T0526,C013,S20,Groceries,2023-03-22,562.01,No
T0527,C162,S19,Home & Living,2023-08-23,399.08,No
T0528,C164,S06,Electronics,2023-12-23,115.94,No
T0529,C154,S11,Home & Living,2023-08-11,383.95,No
T0530,C005,S15,Home & Living,2023-10-21,679.57,No
T0531,C001,S20,Apparel,2024-10-19,335.04,Yes
T0532,C140,S04,Groceries,2023-03-14,258.92,No
T0533,C180,S10,Electronics,2023-07-07,196.5,Yes
T0534,C193,S05,Electronics,2023-07-14,688.9,No
T0535,C059,S17,Groceries,2023-03-04,97.12,No
T0536,C033,S03,Groceries,2023-04-28,570.36,No
T0537,C096,S14,Electronics,2023-10-17,150.15,No
T0538,C081,S03,Apparel,2023-07-15,54.93,No
T0539,C186,S02,Home & Living,2024-07-12,140.48,Yes
T0540,C051,S11,Home & Living,2024-03-19,315.55,Yes
T0541,C101,S05,Electronics,2024-04-23,637.54,No
T0542,C060,S14,Groceries,2024-07-29,492.51,Yes
T0543,C144,S14,Home & Living,2024-09-19,472.57,No
T0544,C036,S07,Apparel,2023-01-31,556.85,Yes
T0545,C131,S02,Groceries,2024-01-11,782.41,No
T0546,C182,S02,Groceries,2024-07-10,319.68,Yes
T0547,C183,S06,Electronics,2023-12-29,322.63,Yes
T0548,C093,S01,Apparel,2023-09-19,609.85,No
T0549,C124,S14,Groceries,2024-06-25,121.44,No
T0550,C001,S02,Electronics,2024-07-02,765.62,Yes
T0551,C114,S07,Groceries,2023-03-28,366.42,No
T0552,C026,S18,Home & Living,2023-07-20,787.53,Yes
T0553,C180,S15,Apparel,2024-03-06,138.24,Yes
T0554,C053,S10,Home & Living,2023-10-05,442.3,Yes
T0555,C183,S08,Groceries,2023-11-01,435.16,Yes
T0556,C011,S14,Apparel,2024-01-14,674.07,Yes
T0557,C057,S16,Home & Living,2023-12-20,222.28,Yes
T0558,C089,S01,Home & Living,2024-05-11,415.81,No
T0559,C064,S05,Electronics,2024-06-16,773.81,No
T0560,C017,S18,Electronics,2024-05-13,148.89,No
T0561,C058,S01,Electronics,2024-09-28,366.35,No
T0562,C081,S18,Home & Living,2023-05-19,181.7,No
T0563,C050,S15,Apparel,2023-04-09,706.65,No
T0564,C021,S12,Groceries,2024-10-25,504.12,Yes
T0565,C032,S07,Groceries,2024-06-03,50.78,No
T0566,C165,S13,Home & Living,2023-06-13,727.42,Yes
T0567,C159,S02,Apparel,2023-04-01,729.37,No
T0568,C130,S10,Groceries,2024-07-12,698.58,Yes
T0569,C026,S13,Home & Living,2024-01-30,448.47,Yes
T0570,C164,S07,Groceries,2023-07-03,235.1,No
T0571,C084,S08,Electronics,2024-06-07,776.29,No
T0572,C100,S10,Electronics,2024-10-27,785.17,No
T0573,C036,S18,Apparel,2024-08-04,479.21,Yes
T0574,C136,S03,Home & Living,2023-04-12,427.51,No
T0575,C105,S06,Home & Living,2024-02-11,321.5,No
T0576,C156,S10,Electronics,2024-05-13,470.28,No
T0577,C130,S09,Electronics,2023-03-23,365.9,No
T0578,C072,S04,Groceries,2023-12-31,391.66,No
T0579,C029,S04,Electronics,2023-04-26,22.47,No
T0580,C002,S02,Apparel,2023-05-27,263.28,Yes
T0581,C182,S20,Electronics,2023-01-13,777.8,Yes
T0582,C098,S15,Electronics,2023-04-24,391.94,No
T0583,C132,S02,Apparel,2024-07-19,431.24,No
T0584,C130,S01,Home & Living,2023-10-04,299.8,No
T0585,C177,S13,Groceries,2024-10-25,591.78,No
T0586,C108,S14,Electronics,2023-10-30,792.63,Yes
T0587,C123,S02,Apparel,2023-04-23,90.05,Yes
T0588,C148,S13,Groceries,2024-08-01,595.54,No
T0589,C103,S10,Groceries,2023-01-01,73.84,Yes
T0590,C174,S15,Apparel,2024-10-09,619.76,No
T0591,C193,S08,Apparel,2023-05-07,709.85,No
T0592,C096,S14,Home & Living,2023-04-14,331.3,No
T0593,C127,S10,Groceries,2024-01-19,556.18,Yes
T0594,C050,S10,Home & Living,2023-03-16,292.08,Yes
T0595,C040,S01,Apparel,2023-07-07,470.09,No
T0596,C116,S17,Electronics,2023-02-14,764.99,No
T0597,C001,S09,Groceries,2024-06-11,551.76,Yes
T0598,C049,S03,Groceries,2023-06-11,639.72,No
T0599,C153,S07,Home & Living,2023-07-07,133.25,No
T0600,C012,S18,Apparel,2023-07-03,250.33,Yes
T0601,C081,S20,Electronics,2023-10-22,333.02,Yes
T0602,C072,S10,Home & Living,2024-09-23,335.98,No
T0603,C146,S10,Groceries,2023-08-19,391.62,Yes
T0604,C124,S12,Electronics,2023-08-21,191.03,Yes
T0605,C020,S06,Home & Living,2024-02-07,299.09,No
T0606,C144,S10,Electronics,2023-01-31,713.15,No
T0607,C173,S17,Groceries,2024-03-21,374.08,No
T0608,C129,S02,Home & Living,2024-07-19,75.99,No
T0609,C080,S12,Apparel,2023-01-14,381.27,Yes
T0610,C127,S11,Home & Living,2023-02-22,647.09,No
T0611,C038,S11,Groceries,2023-09-17,131.44,No
T0612,C196,S13,Groceries,2024-04-10,333.13,Yes
T0613,C154,S19,Apparel,2023-10-17,124.39,No
T0614,C110,S15,Groceries,2023-03-16,231.81,No
T0615,C179,S08,Home & Living,2024-03-16,20.11,No
T0616,C132,S03,Electronics,2023-06-03,577.73,No
T0617,C196,S05,Apparel,2023-07-28,68.9,No
T0618,C176,S18,Home & Living,2024-01-25,212.52,No
T0619,C171,S09,Electronics,2023-06-06,746.09,No
T0620,C065,S17,Apparel,2024-09-10,230.91,No
T0621,C014,S04,Home & Living,2024-03-03,466.01,No
T0622,C066,S03,Groceries,2023-05-21,349.46,Yes
T0623,C073,S08,Home & Living,2024-07-21,771.98,Yes
T0624,C039,S11,Groceries,2024-04-15,405.17,Yes
T0625,C197,S05,Electronics,2024-09-23,547.16,Yes
T0626,C171,S16,Apparel,2023-08-23,539.78,No
T0627,C111,S14,Groceries,2024-06-06,761.6,No
T0628,C018,S06,Apparel,2024-08-28,229.8,No
T0629,C120,S08,Home & Living,2024-10-13,799.58,Yes
T0630,C088,S08,Home & Living,2024-05-16,766.3,No
T0631,C006,S15,Home & Living,2024-07-06,391.25,Yes
T0632,C070,S07,Apparel,2023-08-15,308.45,Yes
T0633,C087,S08,Electronics,2023-01-13,344.87,No
T0634,C180,S17,Electronics,2023-01-31,581.33,Yes
T0635,C132,S15,Electronics,2023-06-15,388.38,No
T0636,C142,S14,Groceries,2023-04-10,548.69,No
T0637,C077,S01,Apparel,2023-06-11,327.89,No
T0638,C021,S03,Apparel,2023-10-01,594.94,No
T0639,C111,S13,Home & Living,2023-05-29,552.11,No
T0640,C032,S14,Electronics,2023-03-06,714.37,Yes
T0641,C185,S01,Groceries,2023-08-15,540.16,No
T0642,C135,S04,Groceries,2023-02-23,422.37,Yes
T0643,C081,S02,Groceries,2023-02-22,556.67,Yes
T0644,C030,S05,Electronics,2023-04-12,283.13,Yes
T0645,C122,S09,Home & Living,2024-02-02,342.64,No
T0646,C184,S06,Electronics,2023-04-21,277.59,No
T0647,C090,S04,Apparel,2024-06-19,585.39,No
T0648,C111,S16,Apparel,2024-01-13,424.85,No
T0649,C160,S12,Home & Living,2023-04-29,623.71,No
T0650,C188,S02,Electronics,2023-04-14,122.58,No
T0651,C006,S03,Apparel,2024-05-16,33.22,No
T0652,C154,S17,Home & Living,2024-02-25,227.15,Yes
T0653,C031,S06,Home & Living,2024-05-15,286.61,No
T0654,C148,S04,Apparel,2024-06-02,291.51,Yes
T0655,C114,S11,Electronics,2024-06-11,463.11,No
T0656,C064,S03,Groceries,2024-10-08,705.82,No
T0657,C150,S14,Home & Living,2023-06-09,720.88,No
T0658,C186,S19,Home & Living,2024-05-18,377.24,Yes
T0659,C040,S09,Apparel,2024-10-05,721.58,No
T0660,C085,S13,Electronics,2023-06-06,212.35,No
T0661,C054,S06,Electronics,2023-03-20,66.58,No
T0662,C032,S12,Apparel,2024-05-30,767.08,No
T0663,C053,S05,Apparel,2024-10-06,433.98,No
T0664,C012,S20,Home & Living,2023-11-27,770.96,Yes
T0665,C012,S08,Home & Living,2023-08-21,179.89,No
T0666,C157,S04,Apparel,2023-07-18,129.83,No
T0667,C188,S08,Home & Living,2024-01-29,265.81,Yes
T0668,C176,S13,Home & Living,2024-04-05,652.68,No
T0669,C007,S10,Apparel,2024-02-16,521.4,No
T0670,C022,S01,Electronics,2024-07-17,283.13,No
T0671,C170,S13,Electronics,2024-07-22,714.31,No
T0672,C157,S13,Apparel,2023-08-30,558.28,No
T0673,C010,S13,Home & Living,2024-08-18,512.12,No
T0674,C120,S17,Groceries,2024-07-19,344.2,Yes
T0675,C157,S17,Home & Living,2023-01-15,296.33,No
T0676,C110,S11,Electronics,2024-07-11,79.47,Yes
T0677,C197,S13,Apparel,2024-08-20,613.47,No
T0678,C135,S09,Electronics,2023-10-29,357.6,Yes
T0679,C099,S12,Electronics,2024-06-01,367.52,Yes
T0680,C082,S06,Home & Living,2023-08-23,545.99,Yes
T0681,C093,S17,Apparel,2023-11-27,638.65,No
T0682,C164,S04,Apparel,2024-10-29,534.11,Yes
T0683,C101,S03,Electronics,2024-08-02,762.12,No
T0684,C137,S13,Apparel,2023-03-31,427.58,Yes
T0685,C177,S06,Apparel,2023-12-23,360.86,No
T0686,C123,S17,Apparel,2023-11-07,186.89,Yes
T0687,C076,S15,Apparel,2024-01-25,168.28,No
T0688,C069,S13,Home & Living,2024-07-24,296.93,No
T0689,C146,S05,Apparel,2023-09-02,763.26,No
T0690,C040,S17,Electronics,2024-06-03,146.1,No
T0691,C116,S03,Home & Living,2023-12-18,261.8,Yes
T0692,C155,S03,Electronics,2024-03-02,539.95,Yes
T0693,C018,S08,Apparel,2024-08-22,615.59,No
T0694,C160,S12,Apparel,2023-02-13,29.44,Yes
T0695,C058,S10,Home & Living,2024-09-04,314.05,No
T0696,C029,S03,Electronics,2023-09-12,514.8,Yes
T0697,C129,S14,Apparel,2023-11-18,421.45,No
T0698,C166,S18,Apparel,2024-09-04,211.73,No
T0699,C061,S16,Electronics,2024-10-14,20.35,No
T0700,C053,S20,Groceries,2024-03-13,330.31,No
T0701,C180,S05,Home & Living,2024-05-13,405.85,No
T0702,C025,S19,Groceries,2023-11-23,309.94,Yes
T0703,C059,S03,Groceries,2024-09-20,45.44,Yes
T0704,C013,S17,Home & Living,2023-12-25,470.16,Yes
T0705,C024,S09,Apparel,2023-10-01,794.1,Yes
T0706,C141,S17,Home & Living,2023-04-01,344.17,No
T0707,C019,S03,Electronics,2023-02-27,704.34,No
T0708,C193,S20,Groceries,2023-09-23,675.06,No
T0709,C198,S11,Electronics,2023-07-12,156.67,No
T0710,C007,S09,Electronics,2024-08-02,473.67,No
T0711,C089,S18,Groceries,2024-10-22,423.02,No
T0712,C032,S04,Home & Living,2024-02-07,132.18,No
T0713,C031,S17,Electronics,2023-11-23,679.76,No
T0714,C176,S10,Groceries,2024-04-06,628.69,No
T0715,C186,S05,Apparel,2024-02-03,444.71,Yes
T0716,C058,S19,Home & Living,2024-07-06,250.64,No
T0717,C022,S08,Electronics,2024-07-11,181.52,Yes
T0718,C057,S19,Electronics,2023-09-28,706.01,No
T0719,C102,S20,Home & Living,2024-01-02,652.49,No
T0720,C174,S02,Apparel,2023-07-08,586.86,No
T0721,C121,S04,Apparel,2024-06-19,530.63,Yes
T0722,C134,S16,Electronics,2024-03-08,440.49,Yes
T0723,C070,S17,Groceries,2023-10-06,746.19,Yes
T0724,C010,S03,Groceries,2023-06-30,617.13,Yes
T0725,C063,S04,Home & Living,2024-07-19,302.5,No
T0726,C083,S02,Groceries,2024-01-26,178.79,Yes
T0727,C128,S05,Groceries,2023-07-31,199.72,Yes
T0728,C097,S09,Apparel,2023-02-07,590.75,No
T0729,C182,S01,Apparel,2023-06-18,681.77,No
T0730,C069,S03,Home & Living,2023-11-02,718.91,No
T0731,C086,S14,Home & Living,2023-04-22,657.09,Yes
T0732,C073,S06,Apparel,2024-01-17,282.83,No
T0733,C109,S18,Groceries,2024-07-04,191.98,No
T0734,C027,S08,Electronics,2023-11-06,480.7,No
T0735,C077,S12,Apparel,2024-07-24,343.29,No
T0736,C197,S20,Groceries,2023-02-01,150.51,No
T0737,C042,S11,Apparel,2024-06-04,229.7,No
T0738,C036,S17,Electronics,2024-05-19,302.13,No
T0739,C107,S01,Electronics,2023-04-21,577.25,No
T0740,C074,S06,Electronics,2023-04-12,628.97,No
T0741,C017,S04,Apparel,2024-07-16,308.04,No
T0742,C108,S14,Groceries,2023-03-29,144.04,Yes
T0743,C008,S04,Apparel,2024-02-27,380.14,No
T0744,C051,S11,Home & Living,2024-02-11,117.6,No
T0745,C047,S08,Electronics,2023-11-09,233.78,No
T0746,C099,S10,Electronics,2024-04-21,130.89,Yes
T0747,C091,S18,Groceries,2023-12-06,783.25,No
T0748,C009,S19,Home & Living,2024-07-28,616.48,No
T0749,C156,S20,Electronics,2023-04-19,758.73,No
T0750,C105,S08,Home & Living,2024-04-18,147.17,No
T0751,C010,S16,Groceries,2023-05-08,727.13,Yes
T0752,C187,S18,Electronics,2023-02-12,674.42,Yes
T0753,C140,S06,Apparel,2023-09-27,677.76,Yes
T0754,C012,S11,Apparel,2023-11-11,410.85,No
T0755,C144,S11,Groceries,2023-06-17,60.3,No
T0756,C053,S15,Groceries,2023-10-10,396.17,Yes
T0757,C195,S14,Electronics,2023-08-28,644.0,No
T0758,C005,S09,Electronics,2024-08-14,122.74,No
T0759,C155,S12,Apparel,2024-10-21,548.18,No
T0760,C178,S04,Home & Living,2024-05-28,699.7,No
T0761,C138,S19,Home & Living,2024-06-02,264.03,No
T0762,C055,S04,Home & Living,2024-09-17,669.61,No
T0763,C160,S13,Apparel,2023-07-29,213.06,Yes
T0764,C151,S14,Home & Living,2023-04-23,35.44,Yes
T0765,C181,S05,Electronics,2023-10-10,341.09,No
T0766,C027,S10,Groceries,2024-05-31,591.51,No
T0767,C022,S20,Electronics,2023-04-28,212.76,Yes
T0768,C049,S20,Groceries,2023-02-19,357.56,No
T0769,C193,S17,Electronics,2023-07-16,76.25,Yes
T0770,C079,S02,Home & Living,2024-03-27,786.0,No
T0771,C111,S12,Apparel,2024-01-26,513.18,Yes
T0772,C070,S09,Electronics,2024-02-07,632.51,No
T0773,C099,S08,Home & Living,2024-02-08,236.73,Yes
T0774,C075,S10,Apparel,2023-12-27,784.69,Yes
T0775,C090,S17,Apparel,2024-10-30,782.14,Yes
T0776,C004,S06,Groceries,2024-07-23,108.38,No
T0777,C154,S09,Electronics,2023-03-23,569.55,No
T0778,C081,S05,Groceries,2023-07-23,77.75,No
T0779,C161,S07,Home & Living,2023-04-08,396.77,Yes
T0780,C196,S15,Apparel,2024-09-27,448.69,No
T0781,C077,S07,Electronics,2023-06-03,490.84,Yes
T0782,C122,S07,Apparel,2024-10-30,741.91,Yes
T0783,C183,S04,Home & Living,2024-07-06,91.81,No
T0784,C163,S07,Electronics,2024-08-18,91.83,No
T0785,C061,S01,Home & Living,2023-11-05,31.79,No
T0786,C181,S18,Electronics,2023-10-10,547.3,No
T0787,C177,S05,Groceries,2024-07-13,475.17,No
T0788,C077,S12,Apparel,2023-02-28,486.18,No
T0789,C130,S08,Home & Living,2023-03-06,111.31,No
T0790,C150,S10,Apparel,2023-03-20,186.21,No
T0791,C016,S10,Home & Living,2023-09-05,478.32,No
T0792,C176,S13,Apparel,2023-01-25,59.38,No
T0793,C047,S03,Home & Living,2023-10-28,474.68,Yes
T0794,C175,S17,Groceries,2023-06-13,752.93,Yes
T0795,C070,S12,Apparel,2023-03-14,675.05,Yes
T0796,C077,S11,Electronics,2023-09-19,782.07,Yes
T0797,C003,S01,Apparel,2024-01-05,599.4,Yes
T0798,C006,S02,Home & Living,2024-05-21,85.76,No
T0799,C102,S05,Groceries,2024-01-02,221.8,No
T0800,C002,S07,Apparel,2023-03-14,361.94,No
T0801,C198,S18,Groceries,2023-02-12,517.4,Yes
T0802,C154,S12,Apparel,2023-07-31,179.14,No
T0803,C132,S12,Electronics,2023-05-31,59.01,No
T0804,C095,S10,Electronics,2024-07-28,297.66,Yes
T0805,C003,S17,Groceries,2023-10-26,213.1,Yes
T0806,C080,S13,Home & Living,2023-03-02,351.32,Yes
T0807,C152,S10,Groceries,2023-06-10,544.84,Yes
T0808,C149,S08,Home & Living,2023-10-31,279.77,No
T0809,C168,S18,Home & Living,2024-09-30,661.93,No
T0810,C142,S02,Apparel,2024-08-11,633.68,Yes
T0811,C017,S01,Home & Living,2024-08-25,426.73,Yes
T0812,C184,S06,Electronics,2024-05-04,353.45,Yes
T0813,C122,S03,Home & Living,2024-09-10,439.9,Yes
T0814,C171,S14,Electronics,2024-07-02,539.84,No
T0815,C149,S16,Electronics,2024-03-20,701.5,No
T0816,C124,S06,Home & Living,2024-02-24,437.32,Yes
T0817,C026,S14,Home & Living,2023-12-01,69.92,No
T0818,C001,S14,Electronics,2024-10-23,632.38,No
T0819,C014,S09,Home & Living,2023-07-24,254.82,No
T0820,C053,S18,Electronics,2024-07-26,386.23,Yes
T0821,C126,S04,Home & Living,2023-07-26,239.21,No
T0822,C147,S03,Electronics,2023-05-01,222.98,Yes
T0823,C151,S03,Apparel,2024-10-06,633.49,No
T0824,C019,S16,Home & Living,2023-08-30,707.72,No
T0825,C132,S03,Electronics,2024-08-18,368.04,No
T0826,C175,S03,Electronics,2023-05-09,261.65,Yes
T0827,C143,S10,Electronics,2023-11-08,451.64,Yes
T0828,C136,S19,Groceries,2023-03-02,295.96,No
T0829,C092,S19,Apparel,2023-06-02,665.93,Yes
T0830,C079,S05,Apparel,2024-07-20,763.2,Yes
T0831,C175,S14,Groceries,2023-06-26,414.39,No
T0832,C059,S02,Groceries,2023-04-07,268.51,No
T0833,C047,S16,Home & Living,2023-01-06,451.63,No
T0834,C065,S06,Electronics,2024-10-23,426.85,No
T0835,C070,S19,Apparel,2023-03-28,673.57,No
T0836,C002,S11,Groceries,2024-02-18,362.58,No
T0837,C182,S04,Groceries,2023-10-12,378.17,No
T0838,C113,S11,Groceries,2024-07-11,320.15,No
T0839,C128,S09,Electronics,2023-02-14,148.92,Yes
T0840,C038,S01,Electronics,2024-03-25,434.87,No
T0841,C017,S03,Home & Living,2024-08-28,145.86,Yes
T0842,C137,S07,Electronics,2024-09-29,149.28,No
T0843,C072,S06,Home & Living,2024-09-25,296.33,Yes
T0844,C036,S02,Electronics,2023-08-22,494.05,Yes
T0845,C162,S18,Groceries,2023-09-04,210.11,Yes
T0846,C015,S05,Apparel,2023-04-28,191.25,No
T0847,C049,S17,Apparel,2024-08-06,789.27,No
T0848,C125,S18,Apparel,2023-10-16,354.58,No
T0849,C148,S13,Groceries,2023-11-26,341.25,No
T0850,C149,S05,Groceries,2023-12-20,341.33,No
T0851,C181,S01,Apparel,2023-04-03,435.35,Yes
T0852,C089,S16,Home & Living,2024-03-08,406.65,No
T0853,C134,S17,Home & Living,2023-10-22,131.42,No
T0854,C066,S02,Groceries,2023-03-12,109.14,No
T0855,C039,S07,Groceries,2024-03-26,179.37,No
T0856,C166,S04,Groceries,2023-07-12,34.14,No
T0857,C001,S16,Apparel,2024-06-20,545.13,No
T0858,C030,S06,Home & Living,2024-06-24,510.17,No
T0859,C141,S14,Home & Living,2024-01-15,707.62,No
T0860,C083,S16,Home & Living,2023-03-14,437.81,No
T0861,C098,S09,Home & Living,2024-05-19,701.85,Yes
T0862,C029,S02,Apparel,2023-12-30,280.23,No
T0863,C067,S02,Home & Living,2024-02-17,163.08,No
T0864,C178,S02,Home & Living,2024-03-04,397.79,Yes
T0865,C076,S10,Groceries,2024-06-25,525.26,Yes
T0866,C186,S08,Apparel,2024-01-19,178.71,Yes
T0867,C165,S20,Electronics,2024-06-17,393.82,Yes
T0868,C068,S18,Home & Living,2023-10-19,681.38,No
T0869,C059,S16,Apparel,2023-02-18,77.8,Yes
T0870,C195,S01,Apparel,2024-07-10,791.59,Yes
T0871,C138,S20,Electronics,2023-08-09,456.07,Yes
T0872,C120,S04,Apparel,2023-01-03,293.41,Yes
T0873,C102,S10,Home & Living,2023-02-28,571.17,Yes
T0874,C090,S12,Electronics,2024-07-25,583.74,No
T0875,C076,S14,Home & Living,2024-09-10,744.84,Yes
T0876,C198,S16,Home & Living,2023-03-03,677.01,Yes
T0877,C196,S16,Apparel,2023-05-04,94.39,Yes
T0878,C015,S11,Home & Living,2023-02-17,71.84,No
T0879,C140,S03,Home & Living,2023-09-07,447.47,No
T0880,C060,S10,Groceries,2024-04-24,424.05,Yes
T0881,C090,S01,Apparel,2024-04-29,181.65,No
T0882,C026,S19,Apparel,2024-07-24,152.51,Yes
T0883,C007,S10,Apparel,2023-08-08,324.79,Yes
T0884,C075,S09,Groceries,2024-02-04,611.8,No
T0885,C090,S08,Home & Living,2024-07-29,623.96,No
T0886,C019,S02,Apparel,2024-04-14,611.45,Yes
T0887,C125,S11,Electronics,2024-03-20,578.79,Yes
T0888,C058,S09,Apparel,2024-06-03,479.03,Yes
T0889,C148,S06,Electronics,2023-08-25,187.63,No
T0890,C160,S02,Electronics,2024-10-11,415.51,Yes
T0891,C040,S03,Groceries,2024-08-15,476.04,Yes
T0892,C187,S19,Groceries,2024-01-06,661.03,No
T0893,C027,S02,Groceries,2024-01-04,232.12,No
T0894,C074,S10,Home & Living,2023-08-27,516.67,No
T0895,C047,S05,Apparel,2023-03-02,273.12,Yes
T0896,C096,S14,Apparel,2023-06-05,381.23,Yes
T0897,C037,S10,Apparel,2024-08-08,536.34,No
T0898,C013,S15,Apparel,2024-01-23,379.99,No
T0899,C023,S07,Home & Living,2023-12-06,623.46,No
T0900,C083,S16,Apparel,2023-06-10,357.23,Yes
T0901,C116,S15,Apparel,2024-07-28,225.92,No
T0902,C015,S19,Electronics,2024-08-30,209.85,No
T0903,C081,S16,Groceries,2023-04-30,689.33,No
T0904,C177,S09,Groceries,2023-08-05,720.38,No
T0905,C089,S04,Apparel,2024-03-30,797.0,No
T0906,C040,S03,Home & Living,2023-09-15,603.44,No
T0907,C149,S15,Apparel,2024-07-03,94.04,No
T0908,C149,S15,Electronics,2023-10-26,748.19,No
T0909,C163,S06,Groceries,2024-07-26,689.26,No
T0910,C032,S13,Apparel,2023-12-17,51.47,No
T0911,C097,S15,Groceries,2024-04-03,301.13,No
T0912,C163,S08,Apparel,2024-05-22,530.39,Yes
T0913,C037,S10,Apparel,2023-06-15,33.38,No
T0914,C184,S15,Apparel,2024-03-08,614.6,Yes
T0915,C079,S14,Apparel,2023-07-26,419.08,Yes
T0916,C151,S04,Electronics,2024-05-29,507.2,No
T0917,C108,S08,Electronics,2023-05-18,324.66,Yes
T0918,C109,S18,Home & Living,2024-06-24,610.25,No
T0919,C042,S03,Apparel,2023-03-15,127.98,No
T0920,C129,S15,Groceries,2023-02-17,485.54,No
T0921,C158,S20,Home & Living,2024-09-13,309.76,No
T0922,C176,S03,Electronics,2023-07-10,185.08,No
T0923,C139,S15,Apparel,2024-07-15,526.62,No
T0924,C135,S03,Home & Living,2024-04-12,753.15,No
T0925,C054,S11,Home & Living,2023-10-15,374.72,No
T0926,C160,S19,Electronics,2024-07-20,693.64,Yes
T0927,C178,S11,Groceries,2023-03-16,150.54,No
T0928,C092,S06,Groceries,2024-02-29,522.52,No
T0929,C055,S01,Groceries,2023-07-01,234.72,Yes
T0930,C109,S02,Electronics,2023-03-05,652.0,No
T0931,C091,S06,Home & Living,2024-09-07,570.01,No
T0932,C102,S07,Apparel,2023-04-03,760.02,Yes
T0933,C037,S14,Groceries,2024-03-09,627.7,No
T0934,C008,S07,Apparel,2023-02-12,373.79,No
T0935,C115,S17,Groceries,2024-06-15,769.52,No
T0936,C196,S04,Apparel,2023-07-03,763.76,No
T0937,C183,S15,Apparel,2024-03-13,474.89,No
T0938,C022,S19,Electronics,2023-05-30,568.06,Yes
T0939,C184,S08,Electronics,2024-10-01,500.73,Yes
T0940,C196,S15,Home & Living,2024-06-02,411.23,No
T0941,C067,S13,Apparel,2023-06-04,595.19,Yes
T0942,C058,S11,Home & Living,2024-05-25,117.67,Yes
T0943,C104,S04,Groceries,2023-08-22,559.15,No
T0944,C118,S14,Home & Living,2023-09-21,753.8,No
T0945,C087,S18,Home & Living,2024-01-01,281.52,Yes
T0946,C099,S09,Home & Living,2024-09-22,328.85,No
T0947,C014,S06,Apparel,2023-12-16,258.72,No
T0948,C060,S04,Groceries,2023-04-08,75.41,Yes
T0949,C117,S19,Apparel,2023-10-03,63.07,No
T0950,C163,S14,Electronics,2024-07-17,362.0,No
T0951,C035,S19,Groceries,2024-09-29,149.5,Yes
T0952,C119,S09,Electronics,2023-08-24,237.13,No
T0953,C030,S09,Electronics,2023-04-20,511.85,Yes
T0954,C140,S09,Apparel,2024-07-21,121.15,Yes
T0955,C151,S14,Apparel,2023-02-18,295.88,Yes
T0956,C062,S02,Apparel,2023-02-05,184.2,No
T0957,C111,S11,Groceries,2023-08-11,625.91,Yes
T0958,C015,S04,Apparel,2024-01-11,84.53,No
T0959,C167,S11,Apparel,2024-01-10,571.21,No
